Pogram,Program Code,Program Type,Major CIP,CIP Area,Degee,Major,Marjo Code,Students AY 2025,FY 2022 Grads,Wages Found,Median Wages,FY 24 Grads,Transferred in 1 Year,Median Hourly,5 Year Job Change,Articulations,Labor Market Analysis
Business Management: AAS,BMGT-AAS,Workforce,520201,Business Management,AAS,Business Management,BMGT,215,10,7,60336,9,1,33.92,0.1,0,"Current demand: 146,844 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 170,013 jobs by 2030 (16%), a net change of 23,169; national-trend adjustment suggests 14,091. Earnings: average annual pay ranges from $38,041 to $167,863 across mapped roles; top-paying role locally is Chief Executives ($167,863). Typical education: Bachelor's degree. Completions: 181,603 regional graduates in 2024 (SLCC: 18,384), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: General and Operations Managers (35,802 jobs, $119,222); Managers, All Other (22,545 jobs, $92,689). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Business: AA,BUS-AA,Transfer,520101,Business Admin & Mgt/General,AA,Business,BUS,279,0,0,,13,6,47.82,0.15,2,"Current demand: 120,964 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 139,931 jobs by 2030 (16%), a net change of 18,967; national-trend adjustment suggests 11,810. Earnings: average annual pay ranges from $38,041 to $167,863 across mapped roles; top-paying role locally is Chief Executives ($167,863). Typical education: Bachelor's degree. Completions: 129,069 regional graduates in 2024 (SLCC: 13,819), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: General and Operations Managers (35,802 jobs, $119,222); Managers, All Other (22,545 jobs, $92,689). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Business: AS,BUS-AS,Transfer,520101,Business Admin & Mgt/General,AS,Business,BUS,2058,0,0,,228,141,47.82,0.15,6,"Current demand: 120,964 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 139,931 jobs by 2030 (16%), a net change of 18,967; national-trend adjustment suggests 11,810. Earnings: average annual pay ranges from $38,041 to $167,863 across mapped roles; top-paying role locally is Chief Executives ($167,863). Typical education: Bachelor's degree. Completions: 129,069 regional graduates in 2024 (SLCC: 13,819), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: General and Operations Managers (35,802 jobs, $119,222); Managers, All Other (22,545 jobs, $92,689). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Cabinetmaking & Furn Cons: CER,CMCF-CER,Workforce,480703,Cabinetmaking & Millwork,CER,Cabinet Making Furniture Const,CMCF,17,1,1,45924,1,0,22.01,0.01,0,"Current demand: 2,417 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 2,546 jobs by 2030 (5%), a net change of 129; national-trend adjustment suggests 31. Earnings: average annual pay ranges from $41,028 to $48,778 across mapped roles; top-paying role locally is Cabinetmakers and Bench Carpenters ($48,778). Typical education: High school diploma or equivalent. Completions: 125 regional graduates in 2024 (SLCC: 6), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Cabinetmakers and Bench Carpenters (1,451 jobs, $48,778); Woodworking Machine Setters, Operators, and Tenders, Except Sawing (544 jobs, $41,028). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Certified Nursing Asst: CA,TENA-CA,Workforce,513902,Nursing & Patient Asst/Aide,CA,Certified Nursing Assistant,TENA,200,0,0,,95,16,18.78,0.15,0,"Current demand: 8,834 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 9,806 jobs by 2030 (11%), a net change of 972; national-trend adjustment suggests 341. Earnings: average annual pay ranges from $39,504 to $39,504 across mapped roles; top-paying role locally is Nursing Assistants ($39,504). Typical education: Postsecondary nondegree award. Completions: 1,136 regional graduates in 2024 (SLCC: 116), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Nursing Assistants (8,834 jobs, $39,504). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Chemistry: AS,CHEM-AS,Transfer,400501,"Chemistry, General",AS,Chemistry,CHEM,104,0,0,,5,3,35.99,0.14,1,"Current demand: 10,112 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 11,193 jobs by 2030 (11%), a net change of 1,081; national-trend adjustment suggests 356. Earnings: average annual pay ranges from $57,635 to $133,182 across mapped roles; top-paying role locally is Natural Sciences Managers ($133,182). Typical education: Bachelor's degree. Completions: 7,902 regional graduates in 2024 (SLCC: 206), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566); Natural Sciences Managers (1,011 jobs, $133,182). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Clinical Laboratory Asst: CA,TECL-CA,Workforce,510802,Clinical/Medical Lab Asst,CA,Clinical Laboratory Assistant,TECL,13,0,0,,1,0,22.66,0.11,0,No data available
Clinical Medical Asst: CC,TEMA-CC,Workforce,510801,Medical Assistant,CC,Clinical Medical Assistant,TEMA,1,0,0,,0,0,21.55,0.14,0,"Current demand: 7,053 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 8,306 jobs by 2030 (18%), a net change of 1,252; national-trend adjustment suggests 849. Earnings: average annual pay ranges from $43,107 to $43,107 across mapped roles; top-paying role locally is Medical Assistants ($43,107). Typical education: Postsecondary nondegree award. Completions: 686 regional graduates in 2024 (SLCC: 21), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Medical Assistants (7,053 jobs, $43,107). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Commercial Music: AAS,CMUS-AAS,Workforce,100203,Recording Arts Technology,AAS,Commercial Music,CMUS,32,0,0,,0,0,18.28,0.09,0,"Current demand: 2,944 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,292 jobs by 2030 (12%), a net change of 348; national-trend adjustment suggests 256. Earnings: average annual pay ranges from $47,119 to $76,014 across mapped roles; top-paying role locally is Disc Jockeys, Except Radio ($76,014). Typical education: Postsecondary nondegree award. Completions: 1,064 regional graduates in 2024 (SLCC: 96), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Audio and Video Technicians (2,118 jobs, $47,119); Sound Engineering Technicians (417 jobs, $51,851). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Communication Studies: AS,CMST-AS,Transfer,090101,Speech Comm. & Rhetoric,AS,Communication Studies,CMST,197,0,0,,48,23,42.08,0.14,0,"Current demand: 8,387 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 9,462 jobs by 2030 (13%), a net change of 1,075; national-trend adjustment suggests 590. Earnings: average annual pay ranges from $50,348 to $142,865 across mapped roles; top-paying role locally is Public Relations Managers ($142,865). Typical education: Bachelor's degree. Completions: 13,023 regional graduates in 2024 (SLCC: 368), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Writers and Authors (4,131 jobs, $65,889); Public Relations Specialists (2,997 jobs, $81,322). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Communication: AS,COMM-AS,Transfer,090102,Mass Comm./Media Studies,AS,Communication,COMM,6,0,0,,0,0,40.67,0.13,6,"Current demand: 6,863 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 7,480 jobs by 2030 (9%), a net change of 617; national-trend adjustment suggests 385. Earnings: average annual pay ranges from $64,079 to $142,865 across mapped roles; top-paying role locally is Public Relations Managers ($142,865). Typical education: Bachelor's degree. Completions: 8,876 regional graduates in 2024 (SLCC: 354), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Writers and Authors (4,131 jobs, $65,889); Editors (1,535 jobs, $64,823). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Community Health & Leader: AS,CMHL-AS,Transfer,512208,Community Health & Prevent Med,AS,Comm Health & Leadership,CMHL,35,0,0,,0,0,55.5,0.24,3,"Current demand: 4,931 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 6,223 jobs by 2030 (26%), a net change of 1,292; national-trend adjustment suggests 902. Earnings: average annual pay ranges from $55,922 to $131,668 across mapped roles; top-paying role locally is Medical and Health Services Managers ($131,668). Typical education: Bachelor's degree. Completions: 16,558 regional graduates in 2024 (SLCC: 425), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Medical and Health Services Managers (4,319 jobs, $131,668); Community Health Workers (612 jobs, $55,922). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Computer Engineering: APE,ENC-APE,Transfer,140901,"Computer Engineering, Gen",APE,Engineering/Computer,ENC,1,0,0,,1,1,58.73,0.19,0,"Current demand: 35,873 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 42,516 jobs by 2030 (19%), a net change of 6,643; national-trend adjustment suggests 4,746. Earnings: average annual pay ranges from $94,587 to $155,446 across mapped roles; top-paying role locally is Architectural and Engineering Managers ($155,446). Typical education: Bachelor's degree. Completions: 33,055 regional graduates in 2024 (SLCC: 1,788), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Software Developers (27,465 jobs, $127,386); Software Quality Assurance Analysts and Testers (3,852 jobs, $94,587). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Computer Sci & Info Systems:AS,CSIS-AS,Transfer,110101,"Computer/Info Science, General",AS,Computer Sci & Info Systems,CSIS,1246,0,0,,113,56,51.73,0.17,0,"Current demand: 26,531 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 31,360 jobs by 2030 (18%), a net change of 4,829; national-trend adjustment suggests 2,707. Earnings: average annual pay ranges from $89,800 to $167,421 across mapped roles; top-paying role locally is Computer and Information Systems Managers ($167,421). Typical education: Bachelor's degree. Completions: 85,563 regional graduates in 2024 (SLCC: 4,256), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Computer and Information Systems Managers (7,704 jobs, $167,421); Computer Occupations, All Other (4,988 jobs, $100,033). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
